# round T HPWL_eq HPWL_w WNS TNS maxL viol_cnt picked w_mean w_std w_cv w_median w_min w_max w_gini w_top10 jump_man jump_euc orient_flip maxEdge_type maxEdge_i maxEdge_j solve_ms feasible avg_jump
152 12 1135 5218162 -13 52 25 11 1 4154.409483 6587.241083 1.585602 1000.000000 1000 32000 0.612102 0.524476 1.000000 1.000000 0 V 0 6 422.084653 0 4.854305
153 12 1134 5250493 -13 53 25 11 1 4193.650862 6643.039595 1.584071 1000.000000 1000 32000 0.613612 0.524293 0.000000 0.000000 0 V 0 6 445.347822 0 4.822368
154 12 1123 5302240 -10 46 22 11 1 4220.982759 6676.346966 1.581704 1000.000000 1000 32000 0.614313 0.523447 1.000000 0.707107 1 H 0 6 430.177049 0 4.797386
155 12 1068 5332969 -4 20 16 6 1 4251.198276 6707.392086 1.577765 1000.000000 1000 32000 0.615307 0.521647 9.000000 6.964194 1 V 2 0 427.602439 0 4.824675
156 12 1068 5352438 -4 20 16 6 1 4272.693966 6728.372224 1.574738 1000.000000 1000 32000 0.615693 0.520025 0.000000 0.000000 0 V 2 0 431.911888 0 4.793548
157 12 1078 5379299 -11 48 23 7 1 4290.810345 6741.135756 1.571064 1000.000000 1000 32000 0.615796 0.518335 1.000000 1.000000 0 V 3 0 421.338588 0 4.769231
158 12 1100 5387901 -18 61 30 8 1 4316.310345 6760.906731 1.566363 1000.000000 1000 32000 0.616425 0.515526 1.000000 1.000000 0 V 4 0 455.986846 0 4.745223
159 12 1075 5486961 -3 10 15 4 1 4346.120690 6788.194082 1.561897 1000.000000 1000 32000 0.617271 0.512324 3.000000 3.000000 0 V 1 0 426.108184 0 4.734177
160 12 1071 5571911 -3 8 15 3 1 4378.258621 6820.529397 1.557818 1000.000000 1000 32000 0.618207 0.508785 0.000000 0.000000 0 V 1 0 430.661322 0 4.704403
161 12 1085 5615879 -10 19 22 5 1 4400.849138 6843.569304 1.555057 1000.000000 1000 32000 0.618578 0.506283 1.000000 1.000000 0 V 2 0 505.573949 0 4.681250
162 12 1316 5656877 -52 239 64 14 1 4420.676724 6858.382987 1.551433 1000.000000 1000 32000 0.618728 0.504066 6.000000 6.000000 0 V 8 0 461.285098 0 4.689441
163 12 1265 5682692 -45 216 57 20 2 4460.581897 6929.207361 1.553431 1000.000000 1000 32000 0.620743 0.506104 1.000000 1.000000 0 V 7 0 439.573453 0 4.666667
164 12 1399 5697850 -59 310 71 26 3 4516.715517 7047.542850 1.560325 1000.000000 1000 32000 0.623708 0.510352 2.000000 2.000000 0 V 9 0 489.801262 0 4.650307
165 12 1249 5770667 -36 222 48 27 3 4583.336207 7194.600762 1.569730 1000.000000 1000 32000 0.626917 0.515611 3.000000 3.000000 0 V 6 0 466.315615 0 4.640244
166 12 1471 5790080 -66 382 78 29 3 4656.375000 7355.454882 1.579653 1000.000000 1000 32000 0.630083 0.521139 4.000000 4.000000 0 V 10 0 493.103364 0 4.636364
167 12 1558 5824064 -71 416 83 21 2 4732.469828 7521.389452 1.589316 1000.000000 1000 32000 0.633110 0.526740 1.000000 1.000000 0 V 11 0 490.559841 0 4.614458
168 12 1649 5985217 -75 499 87 45 5 4807.293103 7688.543959 1.599350 1000.000000 1000 32000 0.636135 0.532593 1.000000 1.000000 0 V 12 0 522.996914 0 4.592814
169 12 1745 6039757 -49 577 61 66 7 4886.245690 7852.102988 1.606981 1130.000000 1000 32000 0.638565 0.537957 6.000000 4.301163 1 H 15 3 427.063914 0 4.601190
170 12 1802 6202813 -78 665 90 54 5 4961.353448 7959.921874 1.604385 1317.000000 1000 32000 0.639072 0.537884 2.000000 2.000000 0 H 15 1 478.163137 0 4.585799
171 12 1378 6235177 -45 344 57 27 3 5037.616379 8038.016750 1.595599 1464.500000 1000 32000 0.639320 0.534062 3.000000 2.121320 1 V 13 0 480.346259 0 4.576471
172 12 1442 6303756 -52 400 64 23 2 5114.047414 8136.668805 1.591043 1531.000000 1000 32000 0.640398 0.533887 1.000000 1.000000 0 V 14 0 474.324625 0 4.555556
173 12 1809 6505314 -33 665 45 63 6 5184.737069 8221.929427 1.585795 1563.500000 1000 32000 0.641472 0.531288 5.000000 4.527693 1 H 14 4 434.629599 0 4.558140
174 12 1763 6602083 -63 638 75 54 5 5248.965517 8274.783574 1.576460 1569.000000 1000 32000 0.641003 0.527345 3.000000 2.236068 0 H 15 2 449.659275 0 4.549133
175 12 1364 6716636 -48 275 60 18 2 5324.715517 8319.082865 1.562353 1586.500000 1000 32000 0.640422 0.521172 2.000000 2.000000 0 H 15 0 476.490775 0 4.534483
176 12 1135 6906346 -14 70 26 13 1 5405.163793 8385.477594 1.551383 1612.000000 1000 32000 0.640974 0.516171 11.000000 7.905694 1 V 10 7 435.490651 0 4.571429
177 12 1137 6963814 -28 95 40 10 1 5481.637931 8485.415873 1.547971 1637.000000 1000 32000 0.642607 0.517392 1.000000 1.000000 0 V 9 7 436.383232 0 4.551136
178 12 1081 7118937 -3 12 15 7 1 5554.905172 8606.542781 1.549359 1637.500000 1000 32000 0.644649 0.520821 4.000000 4.000000 0 V 13 7 433.707592 0 4.548023
179 12 1081 7200717 -3 12 15 7 1 5601.168103 8692.251376 1.551864 1638.000000 1000 32000 0.645662 0.522632 0.000000 0.000000 0 V 13 7 431.177204 0 4.522472
180 12 1080 7257178 -2 9 14 6 1 5632.620690 8743.147825 1.552234 1638.000000 1000 32000 0.646019 0.523055 8.000000 7.071068 0 V 6 6 452.934054 0 4.541899
181 12 1092 7290983 -6 22 18 10 1 5652.530172 8771.101859 1.551713 1638.000000 1000 32000 0.646014 0.522959 8.000000 6.324555 0 V 8 0 433.655574 0 4.561111
182 12 1093 7303537 -6 23 18 10 1 5663.543103 8786.188981 1.551359 1655.500000 1000 32000 0.646000 0.522835 0.000000 0.000000 0 V 8 0 450.518794 0 4.535912
183 12 1093 7310089 -6 23 18 10 1 5669.340517 8794.081752 1.551165 1655.500000 1000 32000 0.646001 0.522753 0.000000 0.000000 0 V 8 0 454.667971 0 4.510989
184 12 1093 7313474 -6 23 18 10 1 5672.306034 8798.103085 1.551063 1655.500000 1000 32000 0.646007 0.522706 0.000000 0.000000 0 V 8 0 461.662749 0 4.486339
185 12 1093 7315221 -6 23 18 10 1 5673.831897 8800.168463 1.551010 1655.500000 1000 32000 0.646015 0.522680 0.000000 0.000000 0 V 8 0 429.408722 0 4.461957
186 12 1112 7315980 -9 45 21 14 1 5674.573276 8801.176446 1.550985 1655.500000 1000 32000 0.646019 0.522668 7.000000 7.000000 0 V 8 7 438.815816 0 4.475676
187 12 1112 7316377 -9 45 21 14 1 5674.978448 8801.708014 1.550968 1655.500000 1000 32000 0.646021 0.522660 0.000000 0.000000 0 V 8 7 428.677695 0 4.451613
188 12 1112 7316562 -9 45 21 14 1 5675.163793 8801.960554 1.550962 1655.500000 1000 32000 0.646022 0.522657 0.000000 0.000000 0 V 8 7 438.580252 0 4.427807
189 12 1112 7316650 -9 45 21 14 1 5675.258621 8802.094035 1.550959 1655.500000 1000 32000 0.646023 0.522655 0.000000 0.000000 0 V 8 7 440.118680 0 4.404255
190 12 1112 7316699 -9 45 21 14 1 5675.306034 8802.156803 1.550957 1655.500000 1000 32000 0.646023 0.522654 0.000000 0.000000 0 V 8 7 429.863770 0 4.380952
191 12 1112 7316717 -9 45 21 14 1 5675.323276 8802.184857 1.550957 1655.500000 1000 32000 0.646024 0.522654 0.000000 0.000000 0 V 8 7 424.514631 0 4.357895
192 12 1112 7316732 -9 45 21 14 1 5675.336207 8802.197085 1.550956 1655.500000 1000 32000 0.646023 0.522654 0.000000 0.000000 0 V 8 7 424.806622 0 4.335079
193 12 1112 7316733 -9 45 21 14 1 5675.340517 8802.209976 1.550957 1655.500000 1000 32000 0.646024 0.522654 0.000000 0.000000 0 V 8 7 435.784434 0 4.312500
194 12 1112 7316741 -9 45 21 14 1 5675.344828 8802.211114 1.550956 1655.500000 1000 32000 0.646024 0.522654 0.000000 0.000000 0 V 8 7 438.195908 0 4.290155
195 12 1112 7316741 -9 45 21 14 1 5675.344828 8802.211114 1.550956 1655.500000 1000 32000 0.646024 0.522654 0.000000 0.000000 0 V 8 7 435.478266 0 4.268041
196 12 1112 7316741 -9 45 21 14 1 5675.344828 8802.211114 1.550956 1655.500000 1000 32000 0.646024 0.522654 0.000000 0.000000 0 V 8 7 458.882111 0 4.246154
197 12 1112 7316741 -9 45 21 14 1 5675.344828 8802.211114 1.550956 1655.500000 1000 32000 0.646024 0.522654 0.000000 0.000000 0 V 8 7 430.842594 0 4.224490
198 12 1112 7316741 -9 45 21 14 1 5675.344828 8802.211114 1.550956 1655.500000 1000 32000 0.646024 0.522654 0.000000 0.000000 0 V 8 7 428.323859 0 4.203046
199 12 1112 7316741 -9 45 21 14 1 5675.344828 8802.211114 1.550956 1655.500000 1000 32000 0.646024 0.522654 0.000000 0.000000 0 V 8 7 426.012884 0 4.181818
200 12 1112 7316741 -9 45 21 14 1 5675.344828 8802.211114 1.550956 1655.500000 1000 32000 0.646024 0.522654 0.000000 0.000000 0 V 8 7 441.907480 0 4.160804
# SUMMARY best_weighted_HPWL=1040000
