# round T HPWL_eq HPWL_w WNS TNS maxL viol_cnt picked w_mean w_std w_cv w_median w_min w_max w_gini w_top10 jump_man jump_euc orient_flip maxEdge_type maxEdge_i maxEdge_j solve_ms feasible avg_jump
155 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 81.070047 1 3.350649
156 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 85.339250 1 3.329032
157 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 81.305461 1 3.307692
158 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 116.420809 1 3.286624
159 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 83.628067 1 3.265823
160 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 95.398642 1 3.245283
161 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 128.570098 1 3.225000
162 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 80.940924 1 3.204969
163 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 81.953451 1 3.185185
164 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 89.500721 1 3.165644
165 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 107.927888 1 3.146341
166 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 82.944438 1 3.127273
167 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 82.084198 1 3.108434
168 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 89.468680 1 3.089820
169 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 80.446483 1 3.071429
170 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 81.412132 1 3.053254
171 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 83.596297 1 3.035294
172 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 92.600981 1 3.017544
173 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 85.904366 1 3.000000
174 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 81.533501 1 2.982659
175 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 81.265446 1 2.965517
176 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 81.500458 1 2.948571
177 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 82.430210 1 2.931818
178 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 85.914154 1 2.915254
179 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 221.041776 1 2.898876
180 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 83.519221 1 2.882682
181 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 83.505635 1 2.866667
182 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 150.796704 1 2.850829
183 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 84.215714 1 2.835165
184 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 83.824116 1 2.819672
185 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 97.362253 1 2.804348
186 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 80.930604 1 2.789189
187 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 83.814007 1 2.774194
188 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 83.056119 1 2.759358
189 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 84.967429 1 2.744681
190 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 83.340715 1 2.730159
191 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 82.469373 1 2.715789
192 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 102.172033 1 2.701571
193 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 150.708928 1 2.687500
194 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 81.639070 1 2.673575
195 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 81.839547 1 2.659794
196 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 84.065781 1 2.646154
197 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 80.512617 1 2.632653
198 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 116.013701 1 2.619289
199 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 81.142404 1 2.606061
200 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 85.423008 1 2.592965
# SUMMARY best_weighted_HPWL=756000
